State_Name,Season,Crop,Area,Production,soil_type
Haryana,Whole Year ,Sugarcane,1069,50000,Loamy
Haryana,Whole Year ,Sugarcane,1553,50000,Loamy
Haryana,Whole Year ,Sugarcane,2949,150000,Loamy
Haryana,Whole Year ,Sugarcane,2581,160000,Loamy
Haryana,Whole Year ,Sugarcane,1425,50000,Loamy
Haryana,Whole Year ,Sugarcane,1668,120000,Loamy
Haryana,Whole Year ,Sugarcane,1752,104000,Loamy
Haryana,Whole Year ,Sugarcane,1859,120000,Loamy
Haryana,Whole Year ,Sugarcane,1217,61000,Loamy
Haryana,Whole Year ,Sugarcane,909,83000,Loamy
Haryana,Whole Year ,Sugarcane,1047,9000,Loamy
Haryana,Whole Year ,Sugarcane,2462,16000,Loamy
Haryana,Whole Year ,Sugarcane,2463,128000,Loamy
Haryana,Whole Year ,Sugarcane,9000,380000,Loamy
Haryana,Whole Year ,Sugarcane,6093,250000,Loamy
Haryana,Whole Year ,Sugarcane,8326,410000,Loamy
Haryana,Whole Year ,Sugarcane,7418,360000,Loamy
Haryana,Whole Year ,Sugarcane,6596,370000,Loamy
Haryana,Whole Year ,Sugarcane,7753,400000,Loamy
Haryana,Whole Year ,Sugarcane,7174,340000,Loamy
Haryana,Whole Year ,Sugarcane,5833,290000,Loamy
Haryana,Whole Year ,Sugarcane,5184,240000,Loamy
Haryana,Whole Year ,Sugarcane,5425,267000,Loamy
Haryana,Whole Year ,Sugarcane,4820,290000,Loamy
Haryana,Whole Year ,Sugarcane,906,54000,Loamy
Haryana,Whole Year ,Sugarcane,801,54000,Loamy
Haryana,Whole Year ,Sugarcane,809,5000,Loamy
Haryana,Whole Year ,Sugarcane,579,8000,Loamy
Haryana,Whole Year ,Sugarcane,668,74000,Loamy
Haryana,Whole Year ,Sugarcane,2000,100000,Loamy
Haryana,Whole Year ,Sugarcane,1258,60000,Loamy
Haryana,Whole Year ,Sugarcane,1729,130000,Loamy
Haryana,Whole Year ,Sugarcane,2090,120000,Loamy
Haryana,Whole Year ,Sugarcane,3036,180000,Loamy
Haryana,Whole Year ,Sugarcane,3774,210000,Loamy
Haryana,Whole Year ,Sugarcane,2028,100000,Loamy
Haryana,Whole Year ,Sugarcane,874,80000,Loamy
Haryana,Whole Year ,Sugarcane,644,65000,Loamy
Haryana,Whole Year ,Sugarcane,1433,80000,Loamy
Haryana,Whole Year ,Sugarcane,845,73000,Loamy
Haryana,Whole Year ,Sugarcane,1000,50000,Loamy
Haryana,Whole Year ,Sugarcane,306,50000,Loamy
Haryana,Whole Year ,Sugarcane,254,0,Loamy
Haryana,Whole Year ,Sugarcane,152,0,Loamy
Haryana,Whole Year ,Sugarcane,182,0,Loamy
Haryana,Whole Year ,Sugarcane,86,0,Loamy
Haryana,Whole Year ,Sugarcane,4000,210000,Loamy
Haryana,Whole Year ,Sugarcane,3564,190000,Loamy
Haryana,Whole Year ,Sugarcane,4526,230000,Loamy
Haryana,Whole Year ,Sugarcane,4946,260000,Loamy
Haryana,Whole Year ,Sugarcane,6176,310000,Loamy
Haryana,Whole Year ,Sugarcane,6635,380000,Loamy
Haryana,Whole Year ,Sugarcane,5881,320000,Loamy
Haryana,Whole Year ,Sugarcane,2536,90000,Loamy
Haryana,Whole Year ,Sugarcane,2561,160000,Loamy
Haryana,Whole Year ,Sugarcane,3246,185000,Loamy
Haryana,Whole Year ,Sugarcane,2669,170000,Loamy
Haryana,Whole Year ,Sugarcane,1341,50000,Loamy
Haryana,Whole Year ,Sugarcane,757,55000,Loamy
Haryana,Whole Year ,Sugarcane,1120,7000,Loamy
Haryana,Whole Year ,Sugarcane,1193,7000,Loamy
Haryana,Whole Year ,Sugarcane,1035,60000,Loamy
Haryana,Whole Year ,Sugarcane,4000,150000,Loamy
Haryana,Whole Year ,Sugarcane,3186,170000,Loamy
Haryana,Whole Year ,Sugarcane,1835,80000,Loamy
Haryana,Whole Year ,Sugarcane,2005,90000,Loamy
Haryana,Whole Year ,Sugarcane,2577,150000,Loamy
Haryana,Whole Year ,Sugarcane,3379,150000,Loamy
Haryana,Whole Year ,Sugarcane,2772,150000,Loamy
Haryana,Whole Year ,Sugarcane,2373,90000,Loamy
Haryana,Whole Year ,Sugarcane,1857,120000,Loamy
Haryana,Whole Year ,Sugarcane,2559,192000,Loamy
Haryana,Whole Year ,Sugarcane,2474,180000,Loamy
Haryana,Whole Year ,Sugarcane,1416,44000,Loamy
Haryana,Whole Year ,Sugarcane,791,70000,Loamy
Haryana,Whole Year ,Sugarcane,1973,14000,Loamy
Haryana,Whole Year ,Sugarcane,2750,21000,Loamy
Haryana,Whole Year ,Sugarcane,2970,191000,Loamy
Haryana,Whole Year ,Sugarcane,9000,460000,Loamy
Haryana,Whole Year ,Sugarcane,5090,260000,Loamy
Haryana,Whole Year ,Sugarcane,6171,310000,Loamy
Haryana,Whole Year ,Sugarcane,7074,380000,Loamy
Haryana,Whole Year ,Sugarcane,8802,500000,Loamy
Haryana,Whole Year ,Sugarcane,11913,610000,Loamy
Haryana,Whole Year ,Sugarcane,9347,530000,Loamy
Haryana,Whole Year ,Sugarcane,5708,370000,Loamy
Haryana,Whole Year ,Sugarcane,3608,270000,Loamy
Haryana,Whole Year ,Sugarcane,5081,445000,Loamy
Haryana,Whole Year ,Sugarcane,5327,320000,Loamy
Haryana,Whole Year ,Sugarcane,2088,116000,Loamy
Haryana,Whole Year ,Sugarcane,1201,62000,Loamy
Haryana,Whole Year ,Sugarcane,2064,14000,Loamy
Haryana,Whole Year ,Sugarcane,2949,22000,Loamy
Haryana,Whole Year ,Sugarcane,3387,195000,Loamy
Haryana,Whole Year ,Sugarcane,5000,250000,Loamy
Haryana,Whole Year ,Sugarcane,3903,200000,Loamy
Haryana,Whole Year ,Sugarcane,4144,220000,Loamy
Haryana,Whole Year ,Sugarcane,4683,290000,Loamy
Haryana,Whole Year ,Sugarcane,5177,290000,Loamy
Haryana,Whole Year ,Sugarcane,4785,280000,Loamy
Haryana,Whole Year ,Sugarcane,3418,160000,Loamy
Haryana,Whole Year ,Sugarcane,2315,120000,Loamy
Haryana,Whole Year ,Sugarcane,2268,100000,Loamy
Haryana,Whole Year ,Sugarcane,2507,131000,Loamy
Haryana,Whole Year ,Sugarcane,3384,190000,Loamy
Haryana,Whole Year ,Sugarcane,1743,142000,Loamy
Haryana,Whole Year ,Sugarcane,2926,225000,Loamy
Haryana,Whole Year ,Sugarcane,1981,15000,Loamy
Haryana,Whole Year ,Sugarcane,2617,16000,Loamy
Haryana,Whole Year ,Sugarcane,3511,349000,Loamy
Haryana,Whole Year ,Sugarcane,10000,630000,Loamy
Haryana,Whole Year ,Sugarcane,9137,470000,Loamy
Haryana,Whole Year ,Sugarcane,9137,550000,Loamy
Haryana,Whole Year ,Sugarcane,9611,620000,Loamy
Haryana,Whole Year ,Sugarcane,11670,760000,Loamy
Haryana,Whole Year ,Sugarcane,13535,870000,Loamy
Haryana,Whole Year ,Sugarcane,11343,720000,Loamy
Haryana,Whole Year ,Sugarcane,10632,740000,Loamy
Haryana,Whole Year ,Sugarcane,11976,820000,Loamy
Haryana,Whole Year ,Sugarcane,12364,870000,Loamy
Haryana,Whole Year ,Sugarcane,12329,830000,Loamy
Haryana,Whole Year ,Sugarcane,9611,638000,Loamy
Haryana,Whole Year ,Sugarcane,8000,637000,Loamy
Haryana,Whole Year ,Sugarcane,11587,91000,Loamy
Haryana,Whole Year ,Sugarcane,10732,88000,Loamy
Haryana,Whole Year ,Sugarcane,10609,862000,Loamy
Haryana,Whole Year ,Sugarcane,14000,770000,Loamy
Haryana,Whole Year ,Sugarcane,12260,790000,Loamy
Haryana,Whole Year ,Sugarcane,17256,1110000,Loamy
Haryana,Whole Year ,Sugarcane,15945,1040000,Loamy
Haryana,Whole Year ,Sugarcane,17981,1180000,Loamy
Haryana,Whole Year ,Sugarcane,18218,1210000,Loamy
Haryana,Whole Year ,Sugarcane,14847,1020000,Loamy
Haryana,Whole Year ,Sugarcane,11792,910000,Loamy
Haryana,Whole Year ,Sugarcane,13450,990000,Loamy
Haryana,Whole Year ,Sugarcane,15187,1034000,Loamy
Haryana,Whole Year ,Sugarcane,16038,1110000,Loamy
Haryana,Whole Year ,Sugarcane,11332,688000,Loamy
Haryana,Whole Year ,Sugarcane,13833,1038000,Loamy
Haryana,Whole Year ,Sugarcane,8451,63000,Loamy
Haryana,Whole Year ,Sugarcane,9928,77000,Loamy
Haryana,Whole Year ,Sugarcane,9301,750000,Loamy
Haryana,Whole Year ,Sugarcane,1,0,Loamy
Haryana,Whole Year ,Sugarcane,1,0,Loamy
Haryana,Whole Year ,Sugarcane,671,50000,Loamy
Haryana,Whole Year ,Sugarcane,811,46000,Loamy
Haryana,Whole Year ,Sugarcane,849,60000,Loamy
Haryana,Whole Year ,Sugarcane,710,7000,Loamy
Haryana,Whole Year ,Sugarcane,836,72000,Loamy
Haryana,Whole Year ,Sugarcane,3622,251000,Loamy
Haryana,Whole Year ,Sugarcane,2218,108000,Loamy
Haryana,Whole Year ,Sugarcane,2129,12000,Loamy
Haryana,Whole Year ,Sugarcane,2095,11000,Loamy
Haryana,Whole Year ,Sugarcane,2978,155000,Loamy
Haryana,Whole Year ,Sugarcane,1000,40000,Loamy
Haryana,Whole Year ,Sugarcane,868,60000,Loamy
Haryana,Whole Year ,Sugarcane,981,50000,Loamy
Haryana,Whole Year ,Sugarcane,830,60000,Loamy
Haryana,Whole Year ,Sugarcane,1106,60000,Loamy
Haryana,Whole Year ,Sugarcane,1197,60000,Loamy
Haryana,Whole Year ,Sugarcane,909,60000,Loamy
Haryana,Whole Year ,Sugarcane,847,60000,Loamy
Haryana,Whole Year ,Sugarcane,1139,60000,Loamy
Haryana,Whole Year ,Sugarcane,736,68000,Loamy
Haryana,Whole Year ,Sugarcane,660,30000,Loamy
Haryana,Whole Year ,Sugarcane,413,44000,Loamy
Haryana,Whole Year ,Sugarcane,519,59000,Loamy
Haryana,Whole Year ,Sugarcane,5000,290000,Loamy
Haryana,Whole Year ,Sugarcane,4278,220000,Loamy
Haryana,Whole Year ,Sugarcane,4360,330000,Loamy
Haryana,Whole Year ,Sugarcane,4849,320000,Loamy
Haryana,Whole Year ,Sugarcane,6281,390000,Loamy
Haryana,Whole Year ,Sugarcane,7349,380000,Loamy
Haryana,Whole Year ,Sugarcane,7821,480000,Loamy
Haryana,Whole Year ,Sugarcane,6527,450000,Loamy
Haryana,Whole Year ,Sugarcane,6372,400000,Loamy
Haryana,Whole Year ,Sugarcane,7820,605000,Loamy
Haryana,Whole Year ,Sugarcane,7848,550000,Loamy
Haryana,Whole Year ,Sugarcane,3423,202000,Loamy
Haryana,Whole Year ,Sugarcane,3960,311000,Loamy
Haryana,Whole Year ,Sugarcane,5827,46000,Loamy
Haryana,Whole Year ,Sugarcane,6820,58000,Loamy
Haryana,Whole Year ,Sugarcane,7067,647000,Loamy
Haryana,Whole Year ,Sugarcane,23,0,Loamy
Haryana,Whole Year ,Sugarcane,33,0,Loamy
Haryana,Whole Year ,Sugarcane,10,0,Loamy
Haryana,Whole Year ,Sugarcane,9,0,Loamy
Haryana,Whole Year ,Sugarcane,12000,550000,Loamy
Haryana,Whole Year ,Sugarcane,12296,650000,Loamy
Haryana,Whole Year ,Sugarcane,12769,540000,Loamy
Haryana,Whole Year ,Sugarcane,13531,680000,Loamy
Haryana,Whole Year ,Sugarcane,15224,820000,Loamy
Haryana,Whole Year ,Sugarcane,19848,970000,Loamy
Haryana,Whole Year ,Sugarcane,18112,980000,Loamy
Haryana,Whole Year ,Sugarcane,15241,630000,Loamy
Haryana,Whole Year ,Sugarcane,11877,620000,Loamy
Haryana,Whole Year ,Sugarcane,12691,838000,Loamy
Haryana,Whole Year ,Sugarcane,12341,850000,Loamy
Haryana,Whole Year ,Sugarcane,7145,384000,Loamy
Haryana,Whole Year ,Sugarcane,4291,238000,Loamy
Haryana,Whole Year ,Sugarcane,5961,40000,Loamy
Haryana,Whole Year ,Sugarcane,7973,56000,Loamy
Haryana,Whole Year ,Sugarcane,8974,539000,Loamy
Haryana,Whole Year ,Sugarcane,360,0,Loamy
Haryana,Whole Year ,Sugarcane,705,60000,Loamy
Haryana,Whole Year ,Sugarcane,1595,110000,Loamy
Haryana,Whole Year ,Sugarcane,6146,340000,Loamy
Haryana,Whole Year ,Sugarcane,1348,60000,Loamy
Haryana,Whole Year ,Sugarcane,11000,580000,Loamy
Haryana,Whole Year ,Sugarcane,8853,470000,Loamy
Haryana,Whole Year ,Sugarcane,8128,440000,Loamy
Haryana,Whole Year ,Sugarcane,8448,470000,Loamy
Haryana,Whole Year ,Sugarcane,11641,610000,Loamy
Haryana,Whole Year ,Sugarcane,18129,850000,Loamy
Haryana,Whole Year ,Sugarcane,15588,830000,Loamy
Haryana,Whole Year ,Sugarcane,15588,930000,Loamy
Haryana,Whole Year ,Sugarcane,12781,860000,Loamy
Haryana,Whole Year ,Sugarcane,13056,997000,Loamy
Haryana,Whole Year ,Sugarcane,11104,760000,Loamy
Haryana,Whole Year ,Sugarcane,5784,395000,Loamy
Haryana,Whole Year ,Sugarcane,3718,303000,Loamy
Haryana,Whole Year ,Sugarcane,5733,50000,Loamy
Haryana,Whole Year ,Sugarcane,7876,64000,Loamy
Haryana,Whole Year ,Sugarcane,9084,624000,Loamy
Haryana,Whole Year ,Sugarcane,41000,2410000,Loamy
Haryana,Whole Year ,Sugarcane,40927,2370000,Loamy
Haryana,Whole Year ,Sugarcane,40852,2290000,Loamy
Haryana,Whole Year ,Sugarcane,43876,2450000,Loamy
Haryana,Whole Year ,Sugarcane,44289,2500000,Loamy
Haryana,Whole Year ,Sugarcane,45771,2730000,Loamy
Haryana,Whole Year ,Sugarcane,42476,2480000,Loamy
Haryana,Whole Year ,Sugarcane,38355,2600000,Loamy
Haryana,Whole Year ,Sugarcane,39936,2650000,Loamy
Haryana,Whole Year ,Sugarcane,42191,2894000,Loamy
Haryana,Whole Year ,Sugarcane,41874,2280000,Loamy
Haryana,Whole Year ,Sugarcane,28839,1484000,Loamy
Haryana,Whole Year ,Sugarcane,25373,180900,Loamy
Haryana,Whole Year ,Sugarcane,25391,171000,Loamy
Haryana,Whole Year ,Sugarcane,25903,172000,Loamy
Haryana,Whole Year ,Sugarcane,27163,1998000,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,61,486,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,51,244,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,54,301,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,64,96,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,11,88,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,27,216,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,15,120,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,6,48,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,6,48,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,64,83,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,47,42,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,56,58,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,44,57,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,53,254,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,45,62,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,34,491,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,44,464,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,20,289,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,471,774,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,421,479,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,483,785,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,517,722,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,520,718,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,779,925,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,863,12470,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,706,10073,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,340,4913,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1,0.1,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1,4,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1,1,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1,1,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,1,1,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,2,25,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1546,3850,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1596,2583,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1451,4077,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1609,1027,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1609,20579,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1781,49738,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,1430,39841,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,1332,38437,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,1026,28586,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,261,352,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,236,213,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,197,228,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,314,174,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,202,272,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,200,5159,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,156,2254,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,77,1201,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,26,376,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,602,9925,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,465,4293,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,393,5766,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,377,2572,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,193,3182,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,187,3084,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,198,3265,Loamy
Himachal Pradesh,Kharif     ,Sugarcane,171,2820,Loamy
Himachal Pradesh,Whole Year ,Sugarcane,245,4041,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,54,32.5,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,52,314,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,55,330,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,68,408,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,77,457,Loamy
Jammu and Kashmir ,Kharif     ,Sugarcane,101,606,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,73,87.6,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,56,71,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,59,76,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,40,52,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,58,75,Loamy
Jammu and Kashmir ,Kharif     ,Sugarcane,36,46.8,Loamy
Jammu and Kashmir ,Kharif     ,Sugarcane,41,53.3,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,6,7.2,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,3,4,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,4,5,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,4,6,Loamy
Jammu and Kashmir ,Kharif     ,Sugarcane,28,168,Loamy
Jammu and Kashmir ,Kharif     ,Sugarcane,23,34.5,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,10,14.5,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,15,28,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,14,25,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,5,9,Loamy
Jammu and Kashmir ,Whole Year ,Sugarcane,19,35,Loamy
Jammu and Kashmir ,Kharif     ,Sugarcane,54,100.3,Loamy
Jammu and Kashmir ,Kharif     ,Sugarcane,1282,1923,Loamy
Jharkhand,Whole Year ,Sugarcane,316.67,14160,Loamy
Jharkhand,Whole Year ,Sugarcane,333.29,14000,Loamy
Jharkhand,Whole Year ,Sugarcane,129.6,5440,Loamy
Jharkhand,Whole Year ,Sugarcane,38.2,1710,Loamy
Jharkhand,Whole Year ,Sugarcane,40.46,1700,Loamy
Jharkhand,Whole Year ,Sugarcane,338.45,965.56,Loamy
Jharkhand,Whole Year ,Sugarcane,542.97,13957.57,Loamy
Jharkhand,Whole Year ,Sugarcane,130.68,537.88,Loamy
Jharkhand,Whole Year ,Sugarcane,72.36,3240,Loamy
Jharkhand,Whole Year ,Sugarcane,77.62,3260,Loamy
Jharkhand,Whole Year ,Sugarcane,118.28,5290,Loamy
Jharkhand,Whole Year ,Sugarcane,142.89,6000,Loamy
Jharkhand,Whole Year ,Sugarcane,37.51,1680,Loamy
Jharkhand,Whole Year ,Sugarcane,3.7,160,Loamy
Jharkhand,Whole Year ,Sugarcane,239.27,10050,Loamy
Jharkhand,Whole Year ,Sugarcane,4.87,22,Loamy
Karnataka,Whole Year ,Sugarcane,53888,6143232,Loamy
Karnataka,Whole Year ,Sugarcane,62050,7014752,Loamy
Karnataka,Whole Year ,Sugarcane,60450,5570468,Loamy
Karnataka,Whole Year ,Sugarcane,58694,5241374,Loamy
Karnataka,Whole Year ,Sugarcane,38744,2834124,Loamy
Karnataka,Whole Year ,Sugarcane,37783,3445810,Loamy
Karnataka,Whole Year ,Sugarcane,48913,4274996,Loamy
Karnataka,Whole Year ,Sugarcane,57399,5071202,Loamy
Karnataka,Whole Year ,Sugarcane,56598,5860723,Loamy
Karnataka,Whole Year ,Sugarcane,63833,6549266,Loamy
Karnataka,Whole Year ,Sugarcane,79930,7897084,Loamy
Karnataka,Whole Year ,Sugarcane,89361,8064830,Loamy
Karnataka,Whole Year ,Sugarcane,91361,7984951,Loamy
Karnataka,Whole Year ,Sugarcane,86942,9002844,Loamy
Karnataka,Whole Year ,Sugarcane,93679,10234431,Loamy
Karnataka,Whole Year ,Sugarcane,1484,149439,Loamy
Karnataka,Whole Year ,Sugarcane,1548,158825,Loamy
Karnataka,Whole Year ,Sugarcane,1608,129846,Loamy
Karnataka,Whole Year ,Sugarcane,1959,180522,Loamy
Karnataka,Whole Year ,Sugarcane,589,39728,Loamy
Karnataka,Whole Year ,Sugarcane,331,29244,Loamy
Karnataka,Whole Year ,Sugarcane,1753,169866,Loamy
Karnataka,Whole Year ,Sugarcane,8,676,Loamy
Karnataka,Whole Year ,Sugarcane,93,8040,Loamy
Karnataka,Whole Year ,Sugarcane,8,775,Loamy
Karnataka,Whole Year ,Sugarcane,3,251,Loamy
Karnataka,Whole Year ,Sugarcane,1,89,Loamy
Karnataka,Whole Year ,Sugarcane,125173,11177949,Loamy
Karnataka,Whole Year ,Sugarcane,140512,13081667,Loamy
Karnataka,Whole Year ,Sugarcane,174706,17924836,Loamy
Karnataka,Whole Year ,Sugarcane,156043,10969823,Loamy
Karnataka,Whole Year ,Sugarcane,145133,10892232,Loamy
Karnataka,Whole Year ,Sugarcane,105237,4898782,Loamy
Karnataka,Whole Year ,Sugarcane,92971,8213988,Loamy
Karnataka,Whole Year ,Sugarcane,97762,8265777,Loamy
Karnataka,Whole Year ,Sugarcane,102845,9281761,Loamy
Karnataka,Whole Year ,Sugarcane,114181,9654004,Loamy
Karnataka,Whole Year ,Sugarcane,147298,14972842,Loamy
Karnataka,Whole Year ,Sugarcane,187884,18027470,Loamy
Karnataka,Whole Year ,Sugarcane,171205,16264475,Loamy
Karnataka,Whole Year ,Sugarcane,168128,13895779,Loamy
Karnataka,Whole Year ,Sugarcane,159443,14389731,Loamy
Karnataka,Whole Year ,Sugarcane,180571,16296533,Loamy
Karnataka,Whole Year ,Sugarcane,6945,488234,Loamy
Karnataka,Whole Year ,Sugarcane,7336,655105,Loamy
Karnataka,Whole Year ,Sugarcane,7174,783760,Loamy
Karnataka,Whole Year ,Sugarcane,7666,750118,Loamy
Karnataka,Whole Year ,Sugarcane,5327,384609,Loamy
Karnataka,Whole Year ,Sugarcane,1831,121762,Loamy
Karnataka,Whole Year ,Sugarcane,3531,338799,Loamy
Karnataka,Whole Year ,Sugarcane,3293,297193,Loamy
Karnataka,Whole Year ,Sugarcane,2402,203089,Loamy
Karnataka,Whole Year ,Sugarcane,1932,249614,Loamy
Karnataka,Whole Year ,Sugarcane,2464,238762,Loamy
Karnataka,Whole Year ,Sugarcane,1363,130780,Loamy
Karnataka,Whole Year ,Sugarcane,3806,318182,Loamy
Karnataka,Whole Year ,Sugarcane,5660,483930,Loamy
Karnataka,Whole Year ,Sugarcane,6004,484823,Loamy
Karnataka,Whole Year ,Sugarcane,3406,349456,Loamy
Karnataka,Whole Year ,Sugarcane,1585,149070,Loamy
Karnataka,Whole Year ,Sugarcane,66,6646,Loamy
Karnataka,Whole Year ,Sugarcane,58,5951,Loamy
Karnataka,Whole Year ,Sugarcane,50,4038,Loamy
Karnataka,Whole Year ,Sugarcane,91,7694,Loamy
Karnataka,Whole Year ,Sugarcane,5,328,Loamy
Karnataka,Whole Year ,Sugarcane,20,1748,Loamy
Karnataka,Whole Year ,Sugarcane,20,1691,Loamy
Karnataka,Whole Year ,Sugarcane,3,291,Loamy
Karnataka,Whole Year ,Sugarcane,12,1003,Loamy
Karnataka,Whole Year ,Sugarcane,2,182,Loamy
Karnataka,Whole Year ,Sugarcane,22571,1543856,Loamy
Karnataka,Whole Year ,Sugarcane,26826,2140715,Loamy
Karnataka,Whole Year ,Sugarcane,30929,2086161,Loamy
Karnataka,Whole Year ,Sugarcane,29225,1415951,Loamy
Karnataka,Whole Year ,Sugarcane,30943,2234085,Loamy
Karnataka,Whole Year ,Sugarcane,23197,1476489,Loamy
Karnataka,Whole Year ,Sugarcane,23366,1531641,Loamy
Karnataka,Whole Year ,Sugarcane,26114,1885431,Loamy
Karnataka,Whole Year ,Sugarcane,27086,1852682,Loamy
Karnataka,Whole Year ,Sugarcane,24616,1426497,Loamy
Karnataka,Whole Year ,Sugarcane,25686,1805726,Loamy
Karnataka,Whole Year ,Sugarcane,31299,2200320,Loamy
Karnataka,Whole Year ,Sugarcane,25507,1744679,Loamy
Karnataka,Whole Year ,Sugarcane,31522,2186051,Loamy
Karnataka,Whole Year ,Sugarcane,26490,1937744,Loamy
Karnataka,Whole Year ,Sugarcane,28867,1892232,Loamy
Karnataka,Whole Year ,Sugarcane,56484,5795258,Loamy
Karnataka,Whole Year ,Sugarcane,15680,1787520,Loamy
Karnataka,Whole Year ,Sugarcane,20426,1727018,Loamy
Karnataka,Whole Year ,Sugarcane,20460,1069035,Loamy
Karnataka,Whole Year ,Sugarcane,18537,1355982,Loamy
Karnataka,Whole Year ,Sugarcane,8068,505864,Loamy
Karnataka,Whole Year ,Sugarcane,11364,863664,Loamy
Karnataka,Whole Year ,Sugarcane,22734,1447019,Loamy
Karnataka,Whole Year ,Sugarcane,29191,1608424,Loamy
Karnataka,Whole Year ,Sugarcane,20604,1096133,Loamy
Karnataka,Whole Year ,Sugarcane,27663,1892149,Loamy
Karnataka,Whole Year ,Sugarcane,41377,3459117,Loamy
Karnataka,Whole Year ,Sugarcane,44208,3233815,Loamy
Karnataka,Whole Year ,Sugarcane,37382,2770006,Loamy
Karnataka,Whole Year ,Sugarcane,44914,3456132,Loamy
Karnataka,Whole Year ,Sugarcane,49050,3914190,Loamy
Karnataka,Whole Year ,Sugarcane,19079,2301881,Loamy
Karnataka,Whole Year ,Sugarcane,15397,1857648,Loamy
Karnataka,Whole Year ,Sugarcane,18026,1729595,Loamy
Karnataka,Whole Year ,Sugarcane,16755,1687228,Loamy
